Country,Query,Status,Excluding.AMP,Difference.after.excluding.AMP,Match,Streamlined_Match,AMP.Cited,Concordance,ISO,Country.Name,WHO_Region
Belarus,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BLR,Belarus,EURO
Belarus,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,BLR,Belarus,EURO
Belgium,1. What law allows the government to isolate?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,2. What level of government isolates?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,3. Isolation enforcement mechanisms?,New document identified - suggest including,,,"Answer match, wrong law",No,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,4. Does the law limit isolation to a list?,New document identified - suggest including,,,"Answer match, wrong law",No,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,5. Allow for to isolation of contacts?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,6. What level of government quarantines?,New document identified - suggest including,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,7. Quarantine enforcement mechanisms?,New document identified - suggest including,,No major difference,"Answer match, wrong law",No,,No: GAI Misses Information,BEL,Belgium,EURO
Belgium,8. Does the law limit quarantine to a list?,New document identified - suggest including,,,"Answer match, wrong law",No,,No: GAI Misses Information,BEL,Belgium,EURO
Belize,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 11.03.01 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/pGwz4QQDz85F_8N5V6sddg/PNfgKBcMcF4Ka0ZOxKhKugfnOgWRgSdZePta4rAl3xcBEtqyCwDil2ki8RAuGl2IDsKdA7ZcHNZJqxlCfKaVNXTBv0cVjcjKaKbgMV-CFtriIerFT2pyOK63jqw_yscuu35gD6KWoBDpzE2ysCysT3Cv7bfsDhiV8nov93NY1oVWy_OS4VeDT76XxRrVwkIo/Jhq8aqYaKWlfZ4iCNJ3cd37XDV3B5okmzLSDKLh3AAg),No major difference,Yes,Yes,checked,Yes,BLZ,Belize,AMRO
Belize,2. What level of government isolates?,New document identified - suggest excluding,Screenshot 2024-09-13 at 11.55.41 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/E4iZCS_9Ui5Ca4fJxCWelA/3D-Yez4IAQIP0hskHV_ulvrQap_b5EAB00jJ8jERa1UcIhQ857Jw2osjcI0FxQKpN5J-jsUhGOT3S7RZLYWAb8mBbutMonAKamHrImECZl2AFjOq0d5VG5bHCreWx0ge-aSbPuL0uSBBJGtXiBj0OjAukj0kHWLAJ7DbiIxKzL1nuiGY9m12xnNg4lYARRxK/x69SF1YsXUySAKabFNkTkLpN4h37AFHFWDAGcLuEbKQ),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,BLZ,Belize,AMRO
Belize,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-13 at 11.56.21 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/K0UeClhUz7vs-47MYXUfgw/kXyMQ0gszWMrRBxpfVy6P0xHPhh5BRnsnl6gT2eKlJwDOI1pER0SIsRf4RH6bW16GI5dim1Ji9dgeh0O1J3oGB7t5SJs0t7NZeGMSJ8H60EC1TWRgXorcLpw67-AwWMz6czivj_n5F_-cJ4046GJtKjBfx3R5C5tQM_nbLchMvp-_y4zkhwwaAFIifpSa1I6/C3uTt7C6GT-lD9Tiess8Sy1P5hv9Oug1dkgwSvkGdCc),Major difference,Yes,Yes,checked,Yes,BLZ,Belize,AMRO
Belize,4. Does the law limit isolation to a list?,New document identified - suggest excluding,Screenshot 2024-09-13 at 11.57.08 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/vukvFUnzN34pEdVvSbGEDA/uyIeeV6WFyB1l6-QrymEcJurDMjRn0vD1AgiXRlKxDcWj9hyVXmYUE8tUuhcxeFCrYg_WqGfy-z3w1fNZjTBtjj-0k2_UmGvmjwnZCohzZMWpfsNeINQi6-_AoRlBdqZCEtJsxo-GGjOuox5u1Qoq1q30BknhxabAgFU-2aW5ixiisywRJ7_SAmPM3pa2soE/_Ak3BDyRGDpjv_8Wl15HqO56qtwfma9HOXHjx35WrEA),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,BLZ,Belize,AMRO
Belize,5. Allow for to isolation of contacts?,New document identified - suggest excluding,Screenshot 2024-09-13 at 11.57.52 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/X7ZnFLqHYErdDHNV09p6Cw/Tcxjqe3Pqagv6COn73HttFWLsvcmIunpXmMP1_XRMUKhwGYOE3qXpMnBSbxXAVtce0Rs-xVc18u2yF2XmyiTJEVU5e-IHywVj0lhK13RlP12tZh0Vkmnh-aTiPo3QPs5-RLvQvU7GCbYwS4Ti2VxPWH1iHlKbvIx2a16u-J1fiUIQb_wkp1VG-RzAWobNNry/3kfx3OsXpwNc2y6UtOzo8BRTy1_IxrKcQcJZw0sQ9A4),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,BLZ,Belize,AMRO
Belize,6. What level of government quarantines?,New document identified - suggest excluding,Screenshot 2024-09-13 at 11.58.08 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/dmm_kzOY0Mr9Qx6q8CJr9g/rpkvd-D-DSKia30oOFUfQrvvrCggTnsxIetSKEtxokZq1hJQaFoySWwmlg6r8ZWS34GtPFwlJlQQG8hv17IXcA8lbrelxiPWO5RYmDmFuA7kYLVvcBx_zXJ6U3ZoqRU47E6w5c26aKL1JDYAonFvsTxbornr564TIXMd4uLyJBZhEWxveMDNnm8vftz84aW6/fUS6483oWLeDZ9hBaPTxkOsy7uoFnelYZ934HzlqGqk),Major difference,Yes,Yes,checked,Yes,BLZ,Belize,AMRO
Belize,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BLZ,Belize,AMRO
Belize,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BLZ,Belize,AMRO
Benin,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Benin,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BEN,Benin,AFRO
Bhutan,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bhutan,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,BTN,Bhutan,SEARO
Bolivia (Plurinational State of),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.41.25 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/vxeRV7LH_hAlVuFjdEdXrg/wr4zQVPG9uKhvG_DsyubHr8ilMParZo3FBW_LgirFxvhUSdu_G3h43h8vmkm6qkiICT7Vp6dC-IOBPUPBmwi8xC0Q8zNiPzvQjjON1LIE8ffjZcxwoBSNugZRGLtwcS2men2KfSz8vzyJh-qi3gCMuwWT4MwMCCs2bAIeLLkxLugSuRI-IDdtHJKJv7yCpGw/3vUSrNbaT2ivSGA7cr29QUcl3Q7yCepsR7pVyo-haJE),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.43.07 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/oIawHhj2woMlXXm50vqYPw/bFmx3eVmXXhQ-f2cfONZJZDkoS42dRTNjlZBgAfVckOYVbLX-z_JsEURH4ymdoM-Ggg2peklr5U3J3ZnMKhcm-_h5ciJDSxPqhQyPqN1r5HgJBAle1OhDZyG6jSlGu9eQD8G1lNpx27lrp1SLQeLm4-EeFJXa9oJwpkHPFzgekCXIwqwqpi2P9zXM97D7rGV/umncPn7JKCy1Guiz-Ur-ODeIx0_047HwgCAJzCDiKoc),No major difference,Yes,Yes,checked,Yes,BOL,Bolivia (Plurinational State of),AMRO
Bolivia (Plurinational State of),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,BOL,Bolivia (Plurinational State of),AMRO
Bosnia and Herzegovina,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.45.24 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/LHrNJ3Cgt5UtWndINXDqhQ/nRNq05mUhRmn-0cOzpEIWxxTltB1aXr7H1-Mp5y8QgxxjuwqOkzqbQBDszMQomRaK5G3g4AHtJsUfbjXuzrroFyZF-_63lgbigbWlRa6Sh349pOfbP4TbpPAQJRHDyP3UHXGSf_2SBTbG6sZfD8HAZ9METFr8NEQAfnioCLCgAXfdAx4MJWE_3kHAiEEjnM7/EVCM3h2pSXk6A1pGhRCMPJptJ7RVbdJlDn_vF_U7mrI),No major difference,Yes,Yes,checked,Yes,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.46.13 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/qQ7hpq-mIp7imqzxfm51Tg/a67YivoIVxSZZiQYjeIIUViSbzTwLvmsgLiRSHKERok05x5NlSGETevHwJdw6tHPBOauevTqiZj4xpqnDIBSMK1t8aILSL72vlxzs_WRDTCwbj5BomD005FNZ9Sql2kLy4ITrzDMri0Je5EWLCwjMZ3IZFtReeaE5pqU0Y8qnpa_P8VLICH_4CGN3EoCey4z/ZFt5p-CwR9mTj-eQBoa18JFjFUy9TEsQlMZf7XD3kkY),No major difference,Yes,Yes,checked,Yes,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.47.06 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/QhsBUz7fIlcW_kqKgMHcMg/8yUaVn6i6HOnrIRRZ_Ei1jsgXyi1jgdY5sNjajKZNUShCrNY1hLao6gPWYQDztr2qPKp3hRcX6EqVlYitNZdQB0dxwUOup2hbE-ByvAO2VtttbuKekbCh303sxmdHTQDs6aieueKluH0M1THAgOdroAV5GbBMxTajXTxf6O9bikrhkg02h88iSrlVV7XGfbo/k3dzjqbZ2q5_N7byC6st55zJGw63WmxvrFEIh1W7Cxc),Major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.47.50 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/SNWUWnPbXAedZBXbOG8U4Q/sSWOLxgqboORw5dp1NV4m8TGQBlox6mYCcSO62DP2l6tFnswft4dmb3W356AD0lpc_huHWZtGVKf83eJPNL__tfI2qhxBDi2chyFv16JlhUVrtxgKV0IK8CTcqzyW3NKHM8Lr0pXIOFuDtZCH9kdKbDbvwitVL3TK9nCUqHT64CrSiSElmm48ZLmTDO7Hhq2/2rwIDR0gbkP5OAsqgLBqu4hgqCnqeThxDHKS-ohPCTU),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.48.36 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/j8SnMvdGXxbTvKRP_XqQmA/BLpM6Z8w8nC0Z12oBlB6J_LIHuqBsNoJsgCdb5gjt-7bmrBGKenlGzRf3CoJNVmaR6KMKr9AFYdgR_W3KcFOHP94Gypm77bJFzNP79tHR5hJIvSAKC9PxsYNgGdcPnNyQNvoElGNMMhS7Lf17cj-89NRz8rY1eHlKjz6BsYFnbuRqGvK31KB8KNr2vY1hVDq/zx_O59xYFQFh1KIf6zpU_RfAlYc2WNg4CT89zyg7WEk),No major difference,Yes,Yes,checked,Yes,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-13 at 12.49.37 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/zODgM0SrLYAEqX6QACvOQA/xxeYMY1xiPQQr2KBKLldY0OaNSt5dxlXzjtOve2GcybRU6oV-VNbKF15H2ILV-mqKl47qdaTjKFbyGsk1zS9PI-OhZqzmGU1rqG632PBbPj0woag7HTLuKOCStheJr1IW7iFrBJyS_ec3OhxmrbSa8bx7xHQpeT8EjyDlcVhWXgcamz9a8Yeacfw0tYv9FwE/9e2Zt1Ns6l8INVMOEYcKgIOjPlSapYv7qMO_dIQTc-0),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,BIH,Bosnia and Herzegovina,EURO
Bosnia and Herzegovina,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BIH,Bosnia and Herzegovina,EURO
Botswana,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BWA,Botswana,AFRO
Botswana,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BWA,Botswana,AFRO
Botswana,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.51.12 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/reuQeilU9i9W59ctWtRx8g/OECCARe5AFXsoZ7gecvNuvG8am-jYQQmQY0C2MwYBRYJVHGJAHQAvUeamIlFARciVa29SiXhJDX14oElxebsjE5fOBP34TY6Z0jXZM_97ml5brW_w516eEQDvX4BfuYDpwnnIm3kPqrxmP9a-wUF_7XE3W8bGoufCNGuqgy6SftwhzLoKtFkaxwSHCsVBgJP/XUihQ0zsFse7A4SiK0Eravh-HAytzFWsaHRW9_mLO2A),No major difference,Yes,Yes,checked,Yes,BWA,Botswana,AFRO
Botswana,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BWA,Botswana,AFRO
Botswana,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BWA,Botswana,AFRO
Botswana,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.53.14 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/g75RSk3bWvXtJU6_Np1CxA/K4ibCLoH1MhavqGYccFrlHFYIyE8p46NbZNJuQ-AR4f4RRHo1JjlGEEDb_zJPKmEwQ3xLTEyx80EqFk5eZdkMH-q3uwFXEEVGrz3q2pfZVvDrshQgSxJRc07DINANA05q1whrXAyUHx9RmNdxyawf-Z2BCykBYwdanhxMEAQrGaiMAuwUXvHdwpKf2Rh6g6o/kcCj8_9xAvq29_7G2qXhPJmynT-86epNd4kBrZKtOMc),No major difference,Yes,Yes,checked,Yes,BWA,Botswana,AFRO
Botswana,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-13 at 1.01.09 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/yMXYF5kq5V5AoKSxCNkBlA/KBqWEC16QOmN1L68UiDpE4Ds7UTF7i09nDafntvgr8WR8QH1TSWjMK3_356pMMGNWBIvO8pVLp6tel8grX4XRP5wCXlrf6TmJlFwaU_pKNhL8dDeXtsM4-pSN1My-adcoQK-DUgdghE3JK-eTOfySEFLXd3LGGrpC0WnNXXE3sdZE4qHz2eDA30rfv-tgSfI/WrZry_xF559WsacKsrPSmZKrKQKFdCX-UgDnw3gj8w8),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,BWA,Botswana,AFRO
Botswana,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 1.02.26 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/6Uyof1VIqPZLONFtxHZzYg/D4g1nVFDLGpjUH41wuHan2SjhNepmcslRXBY3NuG8u5rtoIUejjsYN3Em362DTiZtNJZKp6Nivre1pBIReooPSvpDjvm0DtoliwrpTpVjr0VEWMz1btgKPS8Xs9lo-jHHDFH03FE04ad8b2XpaZ4o4qhWKHP_nU562bgZjgB6Pn5Q6UeVRx91NKFX6qY71RX/p75CJArB9LGYNtSHcx9WjGO9xpgJdKDsEFnkwj5FKY0),No major difference,Yes,Yes,checked,Yes,BWA,Botswana,AFRO
Brazil,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BRA,Brazil,AMRO
Brazil,2. What level of government isolates?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BRA,Brazil,AMRO
Brazil,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BRA,Brazil,AMRO
Brazil,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,,No: GAI Misses Information,BRA,Brazil,AMRO
Brazil,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BRA,Brazil,AMRO
Brazil,6. What level of government quarantines?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,,No: GAI Misses Information,BRA,Brazil,AMRO
Brazil,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,BRA,Brazil,AMRO
