Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
Benin,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Benin,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Bhutan,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Bhutan,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Bhutan,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Bolivia (Plurinational State of),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Bolivia (Plurinational State of),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Bolivia (Plurinational State of),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Bolivia (Plurinational State of),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.41.25 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/vxeRV7LH_hAlVuFjdEdXrg/wr4zQVPG9uKhvG_DsyubHr8ilMParZo3FBW_LgirFxvhUSdu_G3h43h8vmkm6qkiICT7Vp6dC-IOBPUPBmwi8xC0Q8zNiPzvQjjON1LIE8ffjZcxwoBSNugZRGLtwcS2men2KfSz8vzyJh-qi3gCMuwWT4MwMCCs2bAIeLLkxLugSuRI-IDdtHJKJv7yCpGw/3vUSrNbaT2ivSGA7cr29QUcl3Q7yCepsR7pVyo-haJE),Major difference,No - AI provides wrong info,No,checked
Bolivia (Plurinational State of),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Bolivia (Plurinational State of),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Bolivia (Plurinational State of),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.43.07 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/oIawHhj2woMlXXm50vqYPw/bFmx3eVmXXhQ-f2cfONZJZDkoS42dRTNjlZBgAfVckOYVbLX-z_JsEURH4ymdoM-Ggg2peklr5U3J3ZnMKhcm-_h5ciJDSxPqhQyPqN1r5HgJBAle1OhDZyG6jSlGu9eQD8G1lNpx27lrp1SLQeLm4-EeFJXa9oJwpkHPFzgekCXIwqwqpi2P9zXM97D7rGV/umncPn7JKCy1Guiz-Ur-ODeIx0_047HwgCAJzCDiKoc),No major difference,Yes,Yes,checked
Bolivia (Plurinational State of),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Bosnia and Herzegovina,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Bosnia and Herzegovina,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.45.24 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/LHrNJ3Cgt5UtWndINXDqhQ/nRNq05mUhRmn-0cOzpEIWxxTltB1aXr7H1-Mp5y8QgxxjuwqOkzqbQBDszMQomRaK5G3g4AHtJsUfbjXuzrroFyZF-_63lgbigbWlRa6Sh349pOfbP4TbpPAQJRHDyP3UHXGSf_2SBTbG6sZfD8HAZ9METFr8NEQAfnioCLCgAXfdAx4MJWE_3kHAiEEjnM7/EVCM3h2pSXk6A1pGhRCMPJptJ7RVbdJlDn_vF_U7mrI),No major difference,Yes,Yes,checked
Bosnia and Herzegovina,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.46.13 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/qQ7hpq-mIp7imqzxfm51Tg/a67YivoIVxSZZiQYjeIIUViSbzTwLvmsgLiRSHKERok05x5NlSGETevHwJdw6tHPBOauevTqiZj4xpqnDIBSMK1t8aILSL72vlxzs_WRDTCwbj5BomD005FNZ9Sql2kLy4ITrzDMri0Je5EWLCwjMZ3IZFtReeaE5pqU0Y8qnpa_P8VLICH_4CGN3EoCey4z/ZFt5p-CwR9mTj-eQBoa18JFjFUy9TEsQlMZf7XD3kkY),No major difference,Yes,Yes,checked
Bosnia and Herzegovina,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.47.06 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/QhsBUz7fIlcW_kqKgMHcMg/8yUaVn6i6HOnrIRRZ_Ei1jsgXyi1jgdY5sNjajKZNUShCrNY1hLao6gPWYQDztr2qPKp3hRcX6EqVlYitNZdQB0dxwUOup2hbE-ByvAO2VtttbuKekbCh303sxmdHTQDs6aieueKluH0M1THAgOdroAV5GbBMxTajXTxf6O9bikrhkg02h88iSrlVV7XGfbo/k3dzjqbZ2q5_N7byC6st55zJGw63WmxvrFEIh1W7Cxc),Major difference,No - AI provides wrong info,No,checked
Bosnia and Herzegovina,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.47.50 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/SNWUWnPbXAedZBXbOG8U4Q/sSWOLxgqboORw5dp1NV4m8TGQBlox6mYCcSO62DP2l6tFnswft4dmb3W356AD0lpc_huHWZtGVKf83eJPNL__tfI2qhxBDi2chyFv16JlhUVrtxgKV0IK8CTcqzyW3NKHM8Lr0pXIOFuDtZCH9kdKbDbvwitVL3TK9nCUqHT64CrSiSElmm48ZLmTDO7Hhq2/2rwIDR0gbkP5OAsqgLBqu4hgqCnqeThxDHKS-ohPCTU),Major difference,No - AI misses info found by human,No,checked
Bosnia and Herzegovina,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.48.36 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/j8SnMvdGXxbTvKRP_XqQmA/BLpM6Z8w8nC0Z12oBlB6J_LIHuqBsNoJsgCdb5gjt-7bmrBGKenlGzRf3CoJNVmaR6KMKr9AFYdgR_W3KcFOHP94Gypm77bJFzNP79tHR5hJIvSAKC9PxsYNgGdcPnNyQNvoElGNMMhS7Lf17cj-89NRz8rY1eHlKjz6BsYFnbuRqGvK31KB8KNr2vY1hVDq/zx_O59xYFQFh1KIf6zpU_RfAlYc2WNg4CT89zyg7WEk),No major difference,Yes,Yes,checked
Bosnia and Herzegovina,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-13 at 12.49.37 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/zODgM0SrLYAEqX6QACvOQA/xxeYMY1xiPQQr2KBKLldY0OaNSt5dxlXzjtOve2GcybRU6oV-VNbKF15H2ILV-mqKl47qdaTjKFbyGsk1zS9PI-OhZqzmGU1rqG632PBbPj0woag7HTLuKOCStheJr1IW7iFrBJyS_ec3OhxmrbSa8bx7xHQpeT8EjyDlcVhWXgcamz9a8Yeacfw0tYv9FwE/9e2Zt1Ns6l8INVMOEYcKgIOjPlSapYv7qMO_dIQTc-0),Major difference,No - AI misses info found by human,No,checked
Bosnia and Herzegovina,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Botswana,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Botswana,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Botswana,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.51.12 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/reuQeilU9i9W59ctWtRx8g/OECCARe5AFXsoZ7gecvNuvG8am-jYQQmQY0C2MwYBRYJVHGJAHQAvUeamIlFARciVa29SiXhJDX14oElxebsjE5fOBP34TY6Z0jXZM_97ml5brW_w516eEQDvX4BfuYDpwnnIm3kPqrxmP9a-wUF_7XE3W8bGoufCNGuqgy6SftwhzLoKtFkaxwSHCsVBgJP/XUihQ0zsFse7A4SiK0Eravh-HAytzFWsaHRW9_mLO2A),No major difference,Yes,Yes,checked
Botswana,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Botswana,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Botswana,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 12.53.14 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/g75RSk3bWvXtJU6_Np1CxA/K4ibCLoH1MhavqGYccFrlHFYIyE8p46NbZNJuQ-AR4f4RRHo1JjlGEEDb_zJPKmEwQ3xLTEyx80EqFk5eZdkMH-q3uwFXEEVGrz3q2pfZVvDrshQgSxJRc07DINANA05q1whrXAyUHx9RmNdxyawf-Z2BCykBYwdanhxMEAQrGaiMAuwUXvHdwpKf2Rh6g6o/kcCj8_9xAvq29_7G2qXhPJmynT-86epNd4kBrZKtOMc),No major difference,Yes,Yes,checked
Botswana,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,Screenshot 2024-09-13 at 1.01.09 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/yMXYF5kq5V5AoKSxCNkBlA/KBqWEC16QOmN1L68UiDpE4Ds7UTF7i09nDafntvgr8WR8QH1TSWjMK3_356pMMGNWBIvO8pVLp6tel8grX4XRP5wCXlrf6TmJlFwaU_pKNhL8dDeXtsM4-pSN1My-adcoQK-DUgdghE3JK-eTOfySEFLXd3LGGrpC0WnNXXE3sdZE4qHz2eDA30rfv-tgSfI/WrZry_xF559WsacKsrPSmZKrKQKFdCX-UgDnw3gj8w8),Major difference,No - AI misses info found by human,No,checked
Botswana,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 1.02.26 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/6Uyof1VIqPZLONFtxHZzYg/D4g1nVFDLGpjUH41wuHan2SjhNepmcslRXBY3NuG8u5rtoIUejjsYN3Em362DTiZtNJZKp6Nivre1pBIReooPSvpDjvm0DtoliwrpTpVjr0VEWMz1btgKPS8Xs9lo-jHHDFH03FE04ad8b2XpaZ4o4qhWKHP_nU562bgZjgB6Pn5Q6UeVRx91NKFX6qY71RX/p75CJArB9LGYNtSHcx9WjGO9xpgJdKDsEFnkwj5FKY0),No major difference,Yes,Yes,checked
Brazil,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Brazil,2. What level of government isolates?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Brazil,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Brazil,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Brazil,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Brazil,6. What level of government quarantines?,Identified document(s) already in Airtable,,,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,
Brazil,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Brazil,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Brunei Darussalam,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Brunei Darussalam,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Bulgaria,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Burkina Faso,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Burundi,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 1.05.06 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/09wOAzJzCRjE_UFrB7GYLg/Tmxfe0jT53b3Kr2j7NC3IyIdmWti8hs6dK3mJYI6SLcQUNMl54-mxJYBmdMZzxzYpjT3UafilyGu-TWG1uFKePd37zGP45_oC2w1l9Sf2_GLlb8YJ-GQ_TxRPsevCiv8JNLlUh0n6QVkOkGTdnq6JWS80uSir4goMAc4jxayID362Cs5xP8QMPJfy4fY3Kxq/EkoT315yuvlA6ufLFWIykhyPAVBvPST4N_Z7c7g9N-g),Major difference,No - AI misses info found by human,No,checked
Burundi,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 1.05.06 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/09wOAzJzCRjE_UFrB7GYLg/Tmxfe0jT53b3Kr2j7NC3IyIdmWti8hs6dK3mJYI6SLcQUNMl54-mxJYBmdMZzxzYpjT3UafilyGu-TWG1uFKePd37zGP45_oC2w1l9Sf2_GLlb8YJ-GQ_TxRPsevCiv8JNLlUh0n6QVkOkGTdnq6JWS80uSir4goMAc4jxayID362Cs5xP8QMPJfy4fY3Kxq/EkoT315yuvlA6ufLFWIykhyPAVBvPST4N_Z7c7g9N-g),Major difference,No - AI misses info found by human,No,checked
Burundi,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-13 at 1.05.54 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/dIPboO1NQihMH3RM38S9vw/nUVMykcJyrEac6YU2oqEkHXzQRlijmg1UiVkh19907KyeHfkSx1bpJNE13F1eL8KDNvXiFx0EI4PyvQKn13zM5fPtmUihOmAGetncZ-lN8JOjhUuCfYHoVWe2ZaLd_hO8mBiM0HweaLURHOrBsLuGfoqkednSiUSPHh6eWclVF0ZSt-dxtBWXEpc6g2TtnSf/kVgGXjx0za-9ROYQl_yKtro04JF2sH84Cjqa0OhQjYg),No major difference,Yes,Yes,checked
Burundi,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Burundi,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Burundi,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Burundi,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Burundi,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Cabo Verde (Cape Verde),1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Cabo Verde (Cape Verde),8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Cambodia,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cambodia,2. What level of government isolates?,New document identified - suggest excluding,,,No - Both AI misses info found by human and human misses info found by AI,AI finds something missed or incorrectly interpreted by SME,
Cambodia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.05.45.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/Cslg1nJSMhgDech3a0f9nQ/wOeS2pDblyeH0_rsCA-evxOhSefhiFNqGTfuntI7OGK688P9eRx7YskIRtKdorseMQVDkAJ6LGU9haZSXx1pZNh6kcUfaZO_KbUPRB-koKyM5J3ehBJGR_suM5akbgUJJV8RL2twvMV56_2ZXdGqWri5l5XqbFpPn4lHOcSYaDAa2kiV4y8velEON5fYGnel/dPIY63glDttdM0FpD0QFE1nYn2PHs4WrKpOJ8HeDMHo),No major difference,AI info was not relevant,No,checked
Cambodia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Cambodia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 14.07.34.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/9AxGkYZTs-QJWNiSP-vk7Q/RqCoZDwbxl7wl3ZwYBJ773JB3oK8rv0t-JZkjNq4aflZXJyKX45HpmFYSFDiKydcBkGHxDjfaqMNyqA5BOyVucHKAAc5mbG_yp-SRAn9wX4RQXUuRz5KAVWQ8kSfTQGWTmhwcoVxwV3EdaLLzmFuDhAJDmsk5555ZUIDWBzfEP1snRQisUDoQdkDD8QSSh3r/MlJjaw0DwqH7cnPOXE3XWAy-w3Eqad8Z_LKYStS66qU),No major difference,Yes,Yes,checked
