Country,Query,Status,Match,AMP Cited
South Africa,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
South Africa,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
South Sudan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
South Sudan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
South Sudan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
South Sudan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
South Sudan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
South Sudan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
South Sudan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
South Sudan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Spain,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Spain,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Spain,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Spain,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Spain,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Spain,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Spain,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Spain,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Sri Lanka,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Sri Lanka,2. What level of government isolates?,Identified document(s) already in Airtable,No - AI misses info found by human,
Sri Lanka,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Sri Lanka,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Sri Lanka,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Sri Lanka,6. What level of government quarantines?,Identified document(s) already in Airtable,No - Both AI misses info found by human and human misses info found by AI,
Sri Lanka,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Sri Lanka,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Sudan,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Sudan,2. What level of government isolates?,No relevant documents identified,,
Sudan,3. Isolation enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Sudan,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
Sudan,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Sudan,6. What level of government quarantines?,No relevant documents identified,,
Sudan,7. Quarantine enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Sudan,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Suriname,1. What law allows the government to isolate?,No relevant documents identified,No - AI misses info found by human,
Suriname,2. What level of government isolates?,No relevant documents identified,"Exact match in answer, but no law found",
Suriname,3. Isolation enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Suriname,4. Does the law limit isolation to a list?,No relevant documents identified,No - AI misses info found by human,
Suriname,5. Allow for to isolation of contacts?,No relevant documents identified,No - AI misses info found by human,
Suriname,6. What level of government quarantines?,No relevant documents identified,No - AI misses info found by human,
Suriname,7. Quarantine enforcement mechanisms?,No relevant documents identified,No - AI misses info found by human,
Suriname,8. Does the law limit quarantine to a list?,No relevant documents identified,No - AI misses info found by human,
Sweden,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Sweden,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Sweden,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Sweden,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Sweden,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Sweden,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Sweden,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Sweden,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Switzerland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Switzerland,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Switzerland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Switzerland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Switzerland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Switzerland,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Switzerland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Switzerland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Syrian Arab Republic (Syria),1. What law allows the government to isolate?,No relevant documents identified,,
Syrian Arab Republic (Syria),2. What level of government isolates?,No relevant documents identified,,
Syrian Arab Republic (Syria),3. Isolation enforcement mechanisms?,No relevant documents identified,,
Syrian Arab Republic (Syria),4. Does the law limit isolation to a list?,No relevant documents identified,,
Syrian Arab Republic (Syria),5. Allow for to isolation of contacts?,No relevant documents identified,,
Syrian Arab Republic (Syria),6. What level of government quarantines?,No relevant documents identified,,
Syrian Arab Republic (Syria),7. Quarantine enforcement mechanisms?,No relevant documents identified,,
Syrian Arab Republic (Syria),8. Does the law limit quarantine to a list?,No relevant documents identified,,
Tajikistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Tajikistan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Tajikistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tajikistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Tajikistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Tajikistan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Tajikistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tajikistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Thailand,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Thailand,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Thailand,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Thailand,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Thailand,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Thailand,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Thailand,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Thailand,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Timor-Leste,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Timor-Leste,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Timor-Leste,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Timor-Leste,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Timor-Leste,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Timor-Leste,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Timor-Leste,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Timor-Leste,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,
Togo,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Togo,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Togo,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Togo,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Togo,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Togo,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Togo,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Togo,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Tonga,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Tonga,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Tonga,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tonga,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Tonga,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Tonga,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Tonga,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tonga,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Trinidad and Tobago,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Tunisia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Tunisia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Tunisia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tunisia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Tunisia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Tunisia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Tunisia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tunisia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Türkiye (Turkey),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Türkiye (Turkey),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Turkmenistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Turkmenistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Tuvalu,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Tuvalu,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Tuvalu,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tuvalu,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Tuvalu,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Tuvalu,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Tuvalu,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Tuvalu,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Uganda,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Uganda,2. What level of government isolates?,Identified document(s) already in Airtable,,
Uganda,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Uganda,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Uganda,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Uganda,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Uganda,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Uganda,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Ukraine,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Ukraine,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Ukraine,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,
Ukraine,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Ukraine,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Ukraine,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Ukraine,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,
Ukraine,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,
United Arab Emirates (UAE),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
United Arab Emirates (UAE),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
United Republic of Tanzania,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
United Republic of Tanzania,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
United Republic of Tanzania,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
United Republic of Tanzania,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
United Republic of Tanzania,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
United Republic of Tanzania,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
United Republic of Tanzania,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,checked
United Republic of Tanzania,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
United States of America (USA),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
United States of America (USA),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
United States of America (USA),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
United States of America (USA),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
United States of America (USA),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
United States of America (USA),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
United States of America (USA),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
United States of America (USA),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Uruguay,1. What law allows the government to isolate?,No relevant documents identified,,
Uruguay,2. What level of government isolates?,No relevant documents identified,,
Uruguay,3. Isolation enforcement mechanisms?,No relevant documents identified,,
Uruguay,4. Does the law limit isolation to a list?,No relevant documents identified,,
Uruguay,5. Allow for to isolation of contacts?,No relevant documents identified,,
Uruguay,6. What level of government quarantines?,No relevant documents identified,,
Uruguay,7. Quarantine enforcement mechanisms?,No relevant documents identified,,
Uruguay,8. Does the law limit quarantine to a list?,No relevant documents identified,,
Uzbekistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Uzbekistan,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Uzbekistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Uzbekistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Uzbekistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Uzbekistan,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Uzbekistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Uzbekistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Vanuatu,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Vanuatu,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Vanuatu,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
Venezuela (Bolivarian Republic of),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Venezuela (Bolivarian Republic of),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Venezuela (Bolivarian Republic of),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,
Viet Nam (Vietnam),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Viet Nam (Vietnam),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,
Viet Nam (Vietnam),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Yemen,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Yemen,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,checked
Yemen,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Yemen,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Yemen,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Yemen,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Yemen,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Yemen,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,
Zambia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,checked
Zambia,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Zambia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Zambia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,checked
Zambia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,
Zambia,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,
Zambia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Zambia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,
Zimbabwe,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Yes,
Zimbabwe,2. What level of government isolates?,Identified document(s) already in Airtable,Yes,
Zimbabwe,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Yes,
Zimbabwe,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Yes,
Zimbabwe,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Yes,checked
Zimbabwe,6. What level of government quarantines?,Identified document(s) already in Airtable,Yes,checked
Zimbabwe,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Yes,checked
Zimbabwe,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Yes,checked
